"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
modified_chow_group_15,modified_chow,,checkbox,"Group 15: [groups_group_name:value][15] ","1, Modified Chow",,,,,,"[number_of_groups] >= 15 and [experimental_additions(4)] = '1'",,,,,,
modified_chow_group_16,modified_chow,,checkbox,"Group 16: [groups_group_name:value][16] ","1, Modified Chow",,,,,,"[number_of_groups] >= 16 and [experimental_additions(4)] = '1'",,,,,,
sc_date,score_and_weights_sw,,text,,,,date_ymd,,,,,,,,,,
sw_number_of_groups,score_and_weights_sw,,text,"Number of Groups:",,,,,,,,,,,,," @READONLY @DEFAULT=""[number_of_groups:value]"""
sw_group_01,score_and_weights_sw,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 14px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 99.43422913719944%; height: 14px;"">Group 1: [groups_group_name:value][1]</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%; height: 256px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 19px;"">Mouse #</td> <td style=""width: 5.648926127731821%; text-align: center; height: 19px;"">Initial Weight</td> <td style=""width: 3.3189312234794905%; text-align: center; height: 19px;""> <p style=""text-align: center;"">Weight (g)</p> </td> <td style=""width: 12.10197288219946%; height: 19px; text-align: center;"">% Initial Weight</td> <td style=""width: 0.8417508417508417%; height: 19px; text-align: center;"">Weight Score</td> <td style=""width: 10.151738220807147%; height: 19px; text-align: center;"">Posture Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Fur Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Skin Score</td> <td style=""width: 17.124324039546813%; height: 19px; text-align: center;"">Activity Score</td> <td style=""width: 10.558667473890244%; height: 19px; text-align: center;"">Total Score</td> </tr> <tr style=""height: 18px;""> <td style=""width: 10%; height: 18px;"">Mouse 0</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iw_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_weight_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iwcent_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ws_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ps_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_fs_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ss_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_as_1_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ts_1_0}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 1</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_1_1}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_1_1}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_1_1}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_1_1}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_1_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_1_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_1_1}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_1_1}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_1_1}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 3</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_1_2}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_1_2}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_1_2}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_1_2}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_1_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_1_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_1_2}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_1_2}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_1_2}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 10</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_1_3}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_1_3}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_1_3}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_1_3}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_1_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_1_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_1_3}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_1_3}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_1_3}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 30</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_1_4}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_1_4}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_1_4}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_1_4}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_1_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_1_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_1_4}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_1_4}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_1_4}</td> </tr> </tbody> </table></div>",,,,,,,"[number_of_groups] >= 1",,,,,,
sc_mouse_iw_1_0,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_1_0][first-instance]"""
sc_mouse_weight_1_0,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_1_0,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_1_0])/([sc_mouse_iw_1_0]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_1_0,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_1_0] < 75 , 2, if([sc_mouse_iwcent_1_0] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_1_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_1_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_1_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_1_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_1_0,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_1_0],[sc_mouse_ps_1_0],[sc_mouse_fs_1_0],[sc_mouse_ss_1_0],[sc_mouse_as_1_0])",,,,,,,,,,,,
sc_mouse_iw_1_1,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_1_1][first-instance]"""
sc_mouse_weight_1_1,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_1_1,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_1_1])/([sc_mouse_iw_1_1]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_1_1,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_1_1] < 75 , 2, if([sc_mouse_iwcent_1_1] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_1_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_1_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_1_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_1_1,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_1_1,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_1_1],[sc_mouse_ps_1_1],[sc_mouse_fs_1_1],[sc_mouse_ss_1_1],[sc_mouse_as_1_1])",,,,,,,,,,,,
sc_mouse_iw_1_2,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_1_2][first-instance]"""
sc_mouse_weight_1_2,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_1_2,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_1_2])/([sc_mouse_iw_1_2]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_1_2,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_1_2] < 75 , 2, if([sc_mouse_iwcent_1_2] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_1_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_1_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_1_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_1_2,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_1_2,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_1_2],[sc_mouse_ps_1_2],[sc_mouse_fs_1_2],[sc_mouse_ss_1_2],[sc_mouse_as_1_2])",,,,,,,,,,,,
sc_mouse_iw_1_3,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_1_3][first-instance]"""
sc_mouse_weight_1_3,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_1_3,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_1_3])/([sc_mouse_iw_1_3]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_1_3,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_1_3] < 75 , 2, if([sc_mouse_iwcent_1_3] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_1_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_1_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_1_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_1_3,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_1_3,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_1_3],[sc_mouse_ps_1_3],[sc_mouse_fs_1_3],[sc_mouse_ss_1_3],[sc_mouse_as_1_3])",,,,,,,,,,,,
sc_mouse_iw_1_4,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_1_4][first-instance]"""
sc_mouse_weight_1_4,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_1_4,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_1_4])/([sc_mouse_iw_1_4]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_1_4,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_1_4] < 75 , 2, if([sc_mouse_iwcent_1_4] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_1_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_1_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_1_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_1_4,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ts_1_4,score_and_weights_sw,,calc,,"sum([sc_mouse_ws_1_4],[sc_mouse_ps_1_4],[sc_mouse_fs_1_4],[sc_mouse_ss_1_4],[sc_mouse_as_1_4])",,,,,,,,,,,,
sw_group_02,score_and_weights_sw,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 17px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 99.43422913719944%; height: 17px;"">Group 2: [groups_group_name:value][2] </td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%; height: 256px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 19px;"">Mouse #</td> <td style=""width: 5.648926127731821%; text-align: center; height: 19px;"">Initial Weight</td> <td style=""width: 3.3189312234794905%; text-align: center; height: 19px;""> <p style=""text-align: center;"">Weight (g)</p> </td> <td style=""width: 12.10197288219946%; height: 19px; text-align: center;"">% Initial Weight</td> <td style=""width: 0.8417508417508417%; height: 19px; text-align: center;"">Weight Score</td> <td style=""width: 10.151738220807147%; height: 19px; text-align: center;"">Posture Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Fur Score</td> <td style=""width: 13.841495756718528%; height: 19px; text-align: center;"">Skin Score</td> <td style=""width: 17.124324039546813%; height: 19px; text-align: center;"">Activity Score</td> <td style=""width: 10.558667473890244%; height: 19px; text-align: center;"">Total Score</td> </tr> <tr style=""height: 18px;""> <td style=""width: 10%; height: 18px;"">Mouse 0</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iw_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_weight_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_iwcent_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ws_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ps_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_fs_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ss_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_as_2_0}</td> <td style=""width: 10%; height: 18px;"">{sc_mouse_ts_2_0}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 1</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_2_1}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_2_1}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_2_1}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_2_1}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_2_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_2_1}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_2_1}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_2_1}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_2_1}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 3</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_2_2}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_2_2}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_2_2}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_2_2}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_2_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_2_2}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_2_2}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_2_2}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_2_2}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 10</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_2_3}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_2_3}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_2_3}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_2_3}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_2_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_2_3}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_2_3}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_2_3}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_2_3}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.65294356816634%; height: 18px;"">Mouse 30</td> <td style=""width: 5.648926127731821%; height: 18px;"">{sc_mouse_iw_2_4}</td> <td style=""width: 3.3189312234794905%; height: 18px;"">{sc_mouse_weight_2_4}</td> <td style=""width: 9.910197288219946%; height: 18px;"">{sc_mouse_iwcent_2_4}</td> <td style=""width: 0.8417508417508417%; height: 18px;"">{sc_mouse_ws_2_4}</td> <td style=""width: 10.151738220807147%; height: 18px;"">{sc_mouse_ps_2_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_fs_2_4}</td> <td style=""width: 13.841495756718528%; height: 18px;"">{sc_mouse_ss_2_4}</td> <td style=""width: 17.124324039546813%; height: 18px;"">{sc_mouse_as_2_4}</td> <td style=""width: 10.558667473890244%; height: 18px;"">{sc_mouse_ts_2_4}</td> </tr> </tbody> </table></div>",,,,,,,"[number_of_groups] >= 2",,,,,,
sc_mouse_iw_2_0,score_and_weights_sw,,text,,,,number,,,,,,,,,," @DEFAULT=""[sc_mouse_iw_2_0][first-instance]"""
sc_mouse_weight_2_0,score_and_weights_sw,,text,,,,number,,,,,,,,,,
sc_mouse_iwcent_2_0,score_and_weights_sw,,calc,,"round(((([sc_mouse_weight_2_0])/([sc_mouse_iw_2_0]))*100), 2)",,,,,,,,,,,,
sc_mouse_ws_2_0,score_and_weights_sw,,calc,,"if([sc_mouse_iwcent_2_0] < 75 , 2, if([sc_mouse_iwcent_2_0] < 90, 1, """"))",,,,,,,,,,,,
sc_mouse_ps_2_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_fs_2_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_ss_2_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
sc_mouse_as_2_0,score_and_weights_sw,,text,,,,number,0,2,,,,,,,,
